Date,Heure / Time,Vélos depuis le 1er janvier / Grand total,Vélos ce jour / Today's total,,Remarque
,,,,,
,,,,,
12/03/2020,11:05:00,109,109,,
12/03/2020,14:30:00,441,441,,
13/03/2020,10:02:00,1921,385,,
13/03/2020,14:15:00,2305,769,,
13/03/2020,18:21:00,2822,1286,,
13/03/2020,18:25:00,2834,1298,,
14/03/2020,16:26:43,3951,642,,estimation
15/03/2020,09:05:50,4492,50,,
15/03/2020,09:53:00,4512,70,,
15/03/2020,11:25:00,4567,125,,
15/03/2020,14:25:00,4710,268,,
15/03/2020,15:37:00,4825,383,,
15/03/2020,20:30:00,5008,566,,
16/03/2020,06:57:00,5097,14,,
16/03/2020,08:12:00,5157,74,,
16/03/2020,08:24:00,5176,93,,
16/03/2020,11:19:00,5348,265,,
16/03/2020,17:42:00,5748,665,,
16/03/2020,18:12:00,5788,705,,
16/03/2020,18:53:00,5836,753,,
16/03/2020,21:14:00,5958,875,,
16/03/2020,22:15:00,6010,927,,
17/03/2020,08:00:00,6069,40,,
17/03/2020,08:39:00,6109,80,,
17/03/2020,08:51:00,6129,100,,
17/03/2020,10:50:00,6216,187,,
17/03/2020,11:02:00,6229,200,,
17/03/2020,11:18:00,6249,220,,
17/03/2020,11:41:00,6286,257,,
17/03/2020,12:10:00,6319,290,,
17/03/2020,15:28:00,6401,372,,
17/03/2020,19:22:00,6539,510,,
18/03/2020,08:01:00,6614,26,,
18/03/2020,12:12:00,6729,141,,
18/03/2020,19:30:00,7052,464,,
18/03/2020,19:52:00,7064,476,,
18/03/2020,20:07:00,7078,490,,
18/03/2020,22:00:00,7188,600,,
19/03/2020,07:33:00,7208,12,,
19/03/2020,13:32:00,7380,184,,
19/03/2020,19:05:00,7592,396,,
19/03/2020,19:16:00,7601,405,,
19/03/2020,19:34:00,7612,416,,
20/03/2020,08:03:00,7689,23,,
20/03/2020,15:18:00,7851,185,,
20/03/2020,18:41:00,7953,287,,
20/03/2020,19:04:00,7966,300,,
21/03/2020,12:00:00,8106,78,,
21/03/2020,20:04:00,8258,230,,
22/03/2020,10:18:00,8317,21,,
22/03/2020,15:34:00,8380,84,,
22/03/2020,18:46:00,8432,136,,
23/03/2020,08:14:00,8517,45,,
23/03/2020,14:55:00,8648,176,,
23/03/2020,15:49:00,8664,192,,
23/03/2020,17:36:00,8705,233,,
23/03/2020,19:42:00,8778,306,,
24/03/2020,07:47:00,8826,20,,
24/03/2020,09:11:00,8864,58,,
24/03/2020,17:07:00,8989,183,,
24/03/2020,18:15:00,9018,212,,
24/03/2020,19:05:00,9047,241,,
25/03/2020,08:27:00,9136,38,,
25/03/2020,16:41:00,9298,200,,
25/03/2020,18:17:00,9344,246,,
25/03/2020,18:34:00,9356,258,,
25/03/2020,18:52:00,9362,264,,
25/03/2020,19:33:00,9385,287,,
26/03/2020,07:59:00,9432,16,,
26/03/2020,16:39:00,9592,176,,
26/03/2020,19:08:00,9687,271,,
26/03/2020,19:22:00,9694,278,,
26/03/2020,20:01:00,9713,297,,
26/03/2020,20:12:00,9720,304,,
27/03/2020,08:43:00,9795,44,,
27/03/2020,16:46:00,9963,212,,
27/03/2020,17:06:00,9977,226,,
27/03/2020,17:31:00,9990,239,,
27/03/2020,17:35:00,9992,241,,
27/03/2020,17:41:00,9999,248,,
27/03/2020,17:57:00,10008,257,,
27/03/2020,18:12:00,10016,265,,
27/03/2020,19:36:00,10075,324,,
28/03/2020,08:42:00,10122,13,,
28/03/2020,13:43:00,10218,109,,
28/03/2020,16:52:00,10274,165,,
28/03/2020,19:12:00,10325,216,,
28/03/2020,19:16:00,10327,218,,
28/03/2020,19:50:00,10340,231,,
29/03/2020,15:41:00,10441,73,,
29/03/2020,20:12:00,10515,147,,
30/03/2020,08:25:00,10567,33,,
30/03/2020,13:47:00,10665,131,,
30/03/2020,15:47:00,10715,181,,
30/03/2020,18:18:00,10797,263,,
31/03/2020,08:41:00,10938,47,,
31/03/2020,10:34:00,10970,79,,
31/03/2020,19:07:00,11162,271,,
31/03/2020,19:24:00,11173,282,,
01/04/2020,18:10:00,11462,237,,
01/04/2020,19:04:00,11494,269,,
02/04/2020,08:40:00,11599,44,,
02/04/2020,12:34:00,11675,120,,
02/04/2020,13:58:00,11700,145,,
02/04/2020,14:50:00,11718,163,,
02/04/2020,16:00:00,11767,212,,
02/04/2020,18:57:00,11855,300,,
02/04/2020,19:14:00,11868,313,,
03/04/2020,09:44:00,12009,80,,
03/04/2020,17:27:00,12178,249,,
03/04/2020,19:53:00,12292,363,,
04/04/2020,11:55:00,12404,78,,
04/04/2020,14:26:00,12452,126,,
04/04/2020,18:51:00,12567,241,,
04/04/2020,19:37:00,12599,273,,
05/04/2020,10:53:00,12663,30,,
05/04/2020,12:59:00,12698,65,,
05/04/2020,17:29:00,12748,115,,
05/04/2020,22:06:00,12836,203,,
06/04/2020,06:28:00,12845,7,,
06/04/2020,08:11:00,12866,28,,
06/04/2020,11:27:00,12932,94,,
06/04/2020,17:58:00,13111,273,,
06/04/2020,19:10:00,13152,314,,
07/04/2020,08:15:00,13256,30,,
07/04/2020,11:57:00,13346,120,,
07/04/2020,12:46:00,13368,142,,
07/04/2020,13:23:00,13379,153,,
07/04/2020,18:19:00,13521,295,,
08/04/2020,08:18:00,13644,35,,
08/04/2020,12:29:00,13743,134,,
08/04/2020,13:54:00,13780,171,,
08/04/2020,17:31:00,13858,249,,
08/04/2020,18:26:00,13897,288,,
08/04/2020,20:49:00,13990,381,,
09/04/2020,08:23:00,14038,38,,
09/04/2020,11:33:00,14098,98,,
09/04/2020,17:55:00,14275,275,,
09/04/2020,18:58:00,14327,327,,
09/04/2020,19:20:00,14345,345,,
10/04/2020,18:07:00,14714,308,,
11/04/2020,09:50:00,14854,28,,
11/04/2020,11:28:00,14886,60,,
11/04/2020,16:30:00,14984,158,,
11/04/2020,18:27:00,15047,221,,
11/04/2020,20:28:00,15101,275,,
12/04/2020,10:11:00,15152,33,,
12/04/2020,12:28:00,15196,77,,
12/04/2020,12:42:00,15200,81,,
12/04/2020,18:10:00,15286,167,,
13/04/2020,12:28:00,15425,67,,
13/04/2020,18:16:00,15497,139,,
14/04/2020,07:39:00,15555,11,,
14/04/2020,10:27:00,15626,82,,
14/04/2020,11:16:00,15642,98,,
14/04/2020,19:53:00,15917,373,,
14/04/2020,19:58:00,15920,376,,
15/04/2020,13:24:00,16117,159,,
15/04/2020,18:42:00,16271,313,,
15/04/2020,19:25:00,16302,344,,
15/04/2020,20:07:00,16333,375,,
16/04/2020,08:26:00,16404,44,,
16/04/2020,11:32:00,16492,132,,
16/04/2020,14:21:00,16562,202,,
16/04/2020,20:57:00,16776,416,,
17/04/2020,09:35:00,16867,81,,
17/04/2020,09:41:00,16869,83,,
17/04/2020,14:49:00,17002,216,,
17/04/2020,19:04:00,17143,357,,
17/04/2020,20:36:00,17205,419,,
18/04/2020,09:17:00,17254,23,,
18/04/2020,11:22:00,17298,67,,
18/04/2020,12:50:00,17342,111,,
18/04/2020,20:52:00,17555,324,,
18/04/2020,21:22:00,17563,332,,
19/04/2020,10:45:00,17593,24,,
19/04/2020,11:10:00,17596,27,,
19/04/2020,20:13:00,17711,142,,
20/04/2020,12:24:00,17796,73,,
20/04/2020,14:41:00,17833,110,,
20/04/2020,16:21:00,17850,127,,
20/04/2020,16:41:00,17852,129,,
20/04/2020,18:27:00,17887,164,,
20/04/2020,19:28:00,17902,179,,
21/04/2020,07:29:00,17938,6,,
21/04/2020,12:43:00,17997,65,,
21/04/2020,18:30:00,18058,126,,
21/04/2020,20:30:00,18108,176,,
22/04/2020,13:48:00,18214,98,,
22/04/2020,14:20:00,18229,113,,
22/04/2020,15:19:00,18255,139,,
22/04/2020,18:29:00,18349,233,,
22/04/2020,20:56:00,18405,289,,
22/04/2020,21:24:00,18408,292,,
23/04/2020,08:30:00,18450,36,,
23/04/2020,11:41:00,18515,101,,
23/04/2020,11:42:00,18516,102,,
23/04/2020,19:47:00,18839,425,,
23/04/2020,,18840,426,,
24/04/2020,12:58:00,19091,171,,
24/04/2020,14:04:00,19126,206,,
24/04/2020,20:00:00,19373,453,,
24/04/2020,20:33:00,19390,470,,
25/04/2020,09:48:00,19455,37,,
25/04/2020,12:46:00,19531,113,,
25/04/2020,12:49:00,19539,121,,
25/04/2020,14:30:00,19579,161,,
25/04/2020,19:39:00,19744,326,,
25/04/2020,20:32:00,19781,363,,
25/04/2020,20:42:00,19786,368,,
25/04/2020,21:23:00,19801,383,,
26/04/2020,11:00:00,19871,50,,
26/04/2020,13:07:00,19917,96,,
26/04/2020,13:56:00,19942,121,,
26/04/2020,15:43:00,19984,163,,
26/04/2020,21:06:00,20149,328,,
27/04/2020,06:31:00,20175,8,,
27/04/2020,11:53:00,20278,111,,
27/04/2020,12:54:00,20297,130,,
27/04/2020,18:57:00,20503,336,,
28/04/2020,10:48:00,20663,81,,
28/04/2020,18:34:00,20926,344,,
28/04/2020,21:28:00,21021,439,,
29/04/2020,11:17:00,21152,122,,
29/04/2020,20:09:00,21526,496,,
30/04/2020,08:40:00,21647,56,,
30/04/2020,11:29:00,21717,126,,
30/04/2020,13:30:00,21776,185,,
30/04/2020,15:45:00,21846,255,,
30/04/2020,16:13:00,21862,271,,
30/04/2020,18:17:00,21947,356,,
30/04/2020,19:10:00,21987,396,,
30/04/2020,20:19:00,22040,449,,
01/05/2020,05:06:00,22088,1,,
01/05/2020,06:42:00,22094,7,,
01/05/2020,07:40:00,22100,13,,
01/05/2020,14:30:00,22246,159,,
02/05/2020,09:31:00,22546,39,,
02/05/2020,13:54:00,22708,201,,
02/05/2020,21:54:00,23017,510,,
03/05/2020,11:19:00,23113,82,,
03/05/2020,16:18:00,23249,218,,
03/05/2020,19:32:00,23382,351,,
04/05/2020,09:56:00,23570,127,,
04/05/2020,13:33:00,23672,229,,
04/05/2020,19:20:00,23928,485,,
05/05/2020,07:27:00,24041,23,,
05/05/2020,09:55:00,24151,133,,
05/05/2020,13:48:00,24282,264,,
05/05/2020,14:09:00,24294,276,,
05/05/2020,17:59:00,24492,474,,
06/05/2020,08:26:00,24727,58,,
06/05/2020,11:28:00,24838,169,,
06/05/2020,19:52:00,25275,606,,
07/05/2020,18:16:00,25831,466,,
08/05/2020,09:24:00,26023,41,,
08/05/2020,09:44:00,26033,51,,
08/05/2020,12:32:00,26100,118,,
08/05/2020,19:48:00,26396,414,,
08/05/2020,22:25:00,26470,488,,
09/05/2020,11:59:00,26640,166,,
09/05/2020,18:44:00,26860,386,,
10/05/2020,08:14:00,27009,30,,
10/05/2020,10:12:00,27026,47,,
10/05/2020,15:20:00,27059,80,,
10/05/2020,18:58:00,27078,99,,
10/05/2020,20:03:00,27092,113,,
11/05/2020,06:36:00,27130,9,,
11/05/2020,10:28:00,27230,109,,
11/05/2020,10:55:00,27239,118,,
11/05/2020,13:22:00,27284,163,,
11/05/2020,13:51:00,27290,169,,
11/05/2020,19:25:00,27508,387,,
11/05/2020,20:04:00,27541,420,,
11/05/2020,20:57:00,27572,451,,
11/05/2020,21:08:00,27574,453,,
12/05/2020,08:37:00,27697,96,,
12/05/2020,11:07:00,27814,213,,
12/05/2020,19:09:00,28489,888,,
12/05/2020,20:00:00,28577,976,,
12/05/2020,20:32:00,28601,1000,,
12/05/2020,21:09:00,28620,1019,,
12/05/2020,21:56:00,28645,1044,,
13/05/2020,05:04:00,28708,9,,
13/05/2020,05:25:00,28719,20,,
13/05/2020,11:02:00,28901,202,,
13/05/2020,12:08:00,28958,259,,
13/05/2020,16:49:00,29215,516,,
13/05/2020,18:02:00,29299,600,,
13/05/2020,18:18:00,29321,622,,
13/05/2020,18:46:00,29361,662,,
13/05/2020,19:20:00,29407,708,,
13/05/2020,20:02:00,29445,746,,
14/05/2020,09:14:00,29704,139,,
14/05/2020,14:29:00,30000,435,,
14/05/2020,18:36:00,30321,756,,
14/05/2020,19:07:00,30341,776,,
14/05/2020,19:20:00,30357,792,,
15/05/2020,13:05:00,30763,345,,
15/05/2020,16:51:00,31014,596,,
15/05/2020,19:29:00,31332,914,,
15/05/2020,21:58:00,31482,1064,,
16/05/2020,10:30:00,31668,122,,
16/05/2020,13:11:00,31854,308,,
16/05/2020,16:20:00,32048,502,,
16/05/2020,23:46:00,32394,848,,
17/05/2020,06:31:00,32436,24,,
17/05/2020,13:30:00,32724,312,,
17/05/2020,17:35:00,33037,625,,
17/05/2020,21:18:00,33320,908,,
17/05/2020,22:01:00,33343,931,,
18/05/2020,06:31:00,33389,8,,
18/05/2020,11:54:00,33702,321,,
18/05/2020,12:44:00,33745,364,,
18/05/2020,17:58:00,34148,767,,
18/05/2020,18:17:00,34185,804,,
18/05/2020,19:48:00,34356,975,,
18/05/2020,20:13:00,34382,1001,,
18/05/2020,22:29:00,34471,1090,,
19/05/2020,04:54:00,34511,7,,
19/05/2020,04:58:00,34512,8,,
19/05/2020,09:25:00,34742,238,,
19/05/2020,12:50:00,34966,462,,
19/05/2020,18:31:00,35525,1021,,
19/05/2020,19:46:00,35669,1165,,
19/05/2020,22:08:00,35807,1303,,
20/05/2020,06:25:00,35891,11,,
20/05/2020,21:40:00,37059,1179,,
20/05/2020,23:25:00,37114,1234,,
21/05/2020,06:36:00,37188,22,,
21/05/2020,11:13:00,37369,203,,
21/05/2020,19:55:00,37954,788,,
21/05/2020,20:11:00,37974,808,,
22/05/2020,07:40:00,38194,42,,
22/05/2020,20:02:00,39059,907,,
23/05/2020,06:54:00,39288,26,,
23/05/2020,12:34:00,39558,296,,
23/05/2020,18:01:00,39880,618,,
23/05/2020,19:10:00,39965,703,,
23/05/2020,19:56:00,40017,755,,
24/05/2020,06:40:00,40206,23,,
24/05/2020,08:24:00,40219,36,,
24/05/2020,12:04:00,40399,216,,
24/05/2020,21:47:00,40867,684,,
25/05/2020,06:28:00,40953,17,,
25/05/2020,12:56:00,41340,404,,
25/05/2020,13:30:00,41389,453,,
25/05/2020,18:56:00,41882,946,,
25/05/2020,21:09:00,42043,1107,,
26/05/2020,05:55:00,42153,14,,
26/05/2020,17:53:00,43044,905,,
26/05/2020,21:57:00,43427,1288,,
27/05/2020,12:10:00,43900,378,,
27/05/2020,12:30:00,44103,581,,
27/05/2020,21:04:00,44741,1219,,
28/05/2020,07:22:00,44906,40,,
28/05/2020,08:32:00,45011,145,,
28/05/2020,09:16:00,45108,242,,
28/05/2020,14:39:00,45477,611,,
28/05/2020,16:35:00,45634,768,,
28/05/2020,20:32:00,46185,1319,,
28/05/2020,20:54:00,46220,1354,,
28/05/2020,23:56:00,46354,1488,,
29/05/2020,17:01:00,47250,895,,
29/05/2020,19:33:00,47538,1183,,
30/05/2020,10:57:00,48028,228,,
30/05/2020,11:42:00,48081,281,,
30/05/2020,15:45:00,48360,560,,
30/05/2020,16:47:00,48454,654,,
30/05/2020,17:35:00,48520,720,,
30/05/2020,17:39:00,48522,722,,
30/05/2020,18:41:00,48613,813,,
31/05/2020,12:18:00,49198,288,,
31/05/2020,17:43:00,49465,555,,
31/05/2020,21:09:00,49684,774,,
01/06/2020,07:05:00,49810,44,,
01/06/2020,08:16:00,49826,60,,
01/06/2020,12:35:00,50000,234,,
01/06/2020,13:34:00,50033,267,,
02/06/2020,12:55:00,51139,533,,
02/06/2020,13:01:00,51145,539,,
02/06/2020,18:26:00,51743,1137,,
02/06/2020,19:13:00,51871,1265,,
02/06/2020,19:44:00,51945,1339,,
02/06/2020,22:45:00,52163,1557,,
03/06/2020,06:56:00,52307,94,,
03/06/2020,10:02:00,52577,364,,
03/06/2020,20:24:00,53613,1400,,
03/06/2020,21:23:00,53661,1448,,
04/06/2020,12:02:00,54016,290,,
04/06/2020,15:09:00,54216,490,,
04/06/2020,18:37:00,54570,844,,
04/06/2020,18:57:00,54599,873,,
05/06/2020,16:35:00,55729,800,,
05/06/2020,19:37:00,56129,1200,,
06/06/2020,07:16:00,56516,122,,
06/06/2020,13:14:00,56840,446,,
06/06/2020,15:43:00,57006,612,,
06/06/2020,16:49:00,57110,716,,
07/06/2020,07:33:00,57638,42,,
07/06/2020,16:08:00,57918,322,,
07/06/2020,18:23:00,58050,454,,
08/06/2020,16:20:00,59176,862,,
08/06/2020,17:37:00,59329,1015,,
08/06/2020,19:03:00,59538,1224,,
08/06/2020,19:24:00,59593,1279,,
08/06/2020,19:38:00,59614,1300,,
08/06/2020,19:57:00,59648,1334,,
09/06/2020,05:25:00,59890,51,,
09/06/2020,06:40:00,59900,61,,
09/06/2020,10:47:00,60254,415,,
09/06/2020,15:43:00,60607,768,,
09/06/2020,17:10:00,60760,921,,
09/06/2020,17:26:00,60797,958,,
09/06/2020,17:36:00,60839,1000,,
10/06/2020,06:49:00,61342,44,,
10/06/2020,08:05:00,61418,120,,
10/06/2020,11:22:00,61715,417,,
10/06/2020,20:26:00,62686,1388,,
10/06/2020,21:02:00,62739,1441,,
10/06/2020,22:12:00,62795,1497,,
10/06/2020,23:53:00,62867,1569,,
11/06/2020,07:45:00,62978,109,,
11/06/2020,18:20:00,64004,1135,,
11/06/2020,19:40:00,64173,1304,,
12/06/2020,13:29:00,64623,272,,
12/06/2020,13:45:00,64632,281,,
12/06/2020,16:11:00,64747,396,,
12/06/2020,17:48:00,64846,495,,
13/06/2020,10:32:00,65366,163,,
13/06/2020,11:30:00,65410,207,,
13/06/2020,18:40:00,65859,656,,
13/06/2020,18:48:00,65871,668,,
14/06/2020,06:08:00,66301,111,,
14/06/2020,09:15:00,66355,165,,
14/06/2020,12:08:00,66541,351,,
14/06/2020,14:16:00,66666,476,,
14/06/2020,14:17:00,66668,478,,
15/06/2020,06:51:00,67209,44,,
15/06/2020,20:35:00,68561,1396,,
15/06/2020,21:08:00,68609,1444,,
15/06/2020,21:41:00,68668,1503,,
15/06/2020,22:20:00,68700,1535,,
15/06/2020,23:59:00,68797,1632,,
16/06/2020,00:01:00,68797,0,,
16/06/2020,10:11:00,69239,442,,
16/06/2020,15:39:00,69834,1037,,
16/06/2020,18:09:00,70158,1361,,
16/06/2020,19:00:00,70296,1499,,
16/06/2020,19:25:00,70361,1564,,
16/06/2020,19:36:00,70397,1600,,
16/06/2020,21:53:00,70597,1800,,
16/06/2020,22:29:00,70627,1830,,
16/06/2020,23:24:00,70666,1869,,
16/06/2020,23:59:00,70695,1898,,
17/06/2020,08:07:00,70867,172,,
17/06/2020,10:19:00,71138,443,,
17/06/2020,12:32:00,71333,638,,
17/06/2020,16:55:00,71732,1037,,
17/06/2020,18:24:00,71971,1276,,
17/06/2020,18:45:00,72055,1360,,
17/06/2020,19:04:00,72117,1422,,
17/06/2020,19:50:00,72217,1522,,
17/06/2020,22:11:00,72383,1688,,
18/06/2020,06:24:00,72516,66,,
18/06/2020,07:05:00,72544,94,,
18/06/2020,11:13:00,72970,520,,
18/06/2020,15:26:00,73336,886,,
18/06/2020,18:22:00,73716,1266,,
18/06/2020,19:20:00,73860,1410,,
18/06/2020,20:26:00,74002,1552,,
18/06/2020,20:41:00,74035,1585,,
19/06/2020,13:01:00,74808,615,,
19/06/2020,16:33:00,75138,945,,
19/06/2020,18:19:00,75351,1158,,
19/06/2020,18:33:00,75378,1185,,
19/06/2020,18:45:00,75411,1218,,
20/06/2020,10:37:00,76038,228,,
20/06/2020,10:50:00,76049,239,,
20/06/2020,19:45:00,76641,831,,
21/06/2020,08:20:00,77014,122,,
21/06/2020,14:55:00,77306,414,,
21/06/2020,16:17:00,77364,472,,
21/06/2020,22:29:00,77707,815,,
22/06/2020,07:34:00,77851,106,,
22/06/2020,10:30:00,78203,458,,
22/06/2020,12:00:00,78309,564,,
22/06/2020,12:30:00,78352,607,,
22/06/2020,18:22:00,78922,1177,,
22/06/2020,19:06:00,79046,1301,,
22/06/2020,21:02:00,79251,1506,,
23/06/2020,04:58:00,79422,38,,
23/06/2020,08:23:00,79592,208,,
23/06/2020,18:44:00,80732,1348,,
24/06/2020,02:54:00,81193,42,,
24/06/2020,09:00:00,81457,306,,
24/06/2020,10:46:00,81616,465,,
24/06/2020,19:27:00,82479,1328,,
24/06/2020,21:02:00,82629,1478,,
24/06/2020,21:41:00,82677,1526,,
24/06/2020,22:09:00,82709,1558,,
25/06/2020,15:02:00,83660,858,,
25/06/2020,20:06:00,84364,1562,,
25/06/2020,20:40:00,84415,1613,,
25/06/2020,20:50:00,84435,1633,,
25/06/2020,22:38:00,84549,1747,,
26/06/2020,09:53:00,85049,447,,
26/06/2020,10:05:00,85064,462,,
26/06/2020,12:08:00,85203,601,,
26/06/2020,18:12:00,85851,1249,,
26/06/2020,18:34:00,85900,1298,,
26/06/2020,21:00:00,86174,1572,,
26/06/2020,22:40:00,86280,1678,,
26/06/2020,23:29:00,86335,1733,,
27/06/2020,00:41:00,86368,17,,
27/06/2020,12:02:00,86682,331,,
27/06/2020,17:03:00,87011,660,,
27/06/2020,19:04:00,87178,827,,
27/06/2020,23:44:00,87431,1080,,
28/06/2020,00:00:00,87438,1,,
28/06/2020,14:43:00,87899,462,,
28/06/2020,17:42:00,88054,617,,
28/06/2020,19:07:00,88155,718,,
29/06/2020,07:40:00,88482,102,,
29/06/2020,09:03:00,88703,323,,
29/06/2020,11:57:00,88888,508,,
29/06/2020,18:35:00,89551,1171,,
29/06/2020,18:52:00,89601,1221,,
29/06/2020,22:02:00,89887,1507,,
30/06/2020,09:21:00,90412,444,,
30/06/2020,12:06:00,90660,692,,
30/06/2020,12:09:00,90668,700,,
30/06/2020,12:30:00,90708,740,,
30/06/2020,18:47:00,91445,1477,,
30/06/2020,18:55:00,91468,1500,,
30/06/2020,19:03:00,91490,1522,,
30/06/2020,21:35:00,91755,1787,,
30/06/2020,21:53:00,91769,1801,,
30/06/2020,22:02:00,91772,1804,,
01/07/2020,06:34:00,91976,95,,
01/07/2020,07:00:00,91983,102,,
01/07/2020,16:20:00,92831,950,,
01/07/2020,17:45:00,93021,1140,,
01/07/2020,18:02:00,93094,1213,,
01/07/2020,18:09:00,93113,1232,,
01/07/2020,18:13:00,93121,1240,,
01/07/2020,18:47:00,93221,1340,,
01/07/2020,22:13:00,93521,1640,,
01/07/2020,23:21:00,93581,1700,,
02/07/2020,06:30:00,93673,71,,
02/07/2020,07:15:00,93695,93,,
02/07/2020,09:00:00,93956,354,,
02/07/2020,09:21:00,94006,404,,
02/07/2020,14:07:00,94396,794,,
02/07/2020,14:30:00,94422,820,,
02/07/2020,17:04:00,94671,1069,,
02/07/2020,21:33:00,95304,1702,,
02/07/2020,23:03:00,95383,1781,,
02/07/2020,23:10:00,95400,1798,,
02/07/2020,23:15:00,95412,1810,,
02/07/2020,23:31:00,95424,1822,,
03/07/2020,01:52:00,95481,44,,
03/07/2020,08:21:00,95639,202,,
03/07/2020,09:08:00,95773,336,,
03/07/2020,09:17:00,95792,355,,
03/07/2020,11:42:00,95986,549,,
03/07/2020,12:22:00,96057,620,,
03/07/2020,13:56:00,96196,759,,
03/07/2020,14:01:00,96204,767,,
03/07/2020,15:21:00,96313,876,,
03/07/2020,18:21:00,96688,1251,,
03/07/2020,18:55:00,96779,1342,,
03/07/2020,19:52:00,96910,1473,,
03/07/2020,20:54:00,97002,1565,,
03/07/2020,21:16:00,97019,1582,,
03/07/2020,21:34:00,97045,1608,,
03/07/2020,23:53:00,97141,1704,,
04/07/2020,06:09:00,97220,75,,
04/07/2020,09:30:00,97307,162,,
04/07/2020,11:09:00,97423,278,,
04/07/2020,11:54:00,97470,325,,
04/07/2020,13:01:00,97539,394,,
04/07/2020,13:15:00,97560,415,,
04/07/2020,14:00:00,97609,464,,
04/07/2020,17:12:00,97767,622,,
05/07/2020,02:24:00,98204,48,,
05/07/2020,07:28:00,98247,91,,
05/07/2020,07:45:00,98250,94,,
05/07/2020,09:41:00,98306,150,,
05/07/2020,13:04:00,98453,297,,
05/07/2020,16:58:00,98581,425,,
05/07/2020,18:04:00,98632,476,,
05/07/2020,18:45:00,98677,521,,
05/07/2020,19:57:00,98745,589,,
06/07/2020,06:09:00,98984,98,,
06/07/2020,06:44:00,99000,114,,
06/07/2020,07:56:00,99063,177,,
06/07/2020,08:14:00,99104,218,,
06/07/2020,11:45:00,99445,559,,
06/07/2020,15:25:00,99671,785,,
06/07/2020,15:30:00,99681,795,,
06/07/2020,16:27:00,99741,855,,
06/07/2020,16:39:00,99762,876,,
06/07/2020,16:58:00,99792,906,,
06/07/2020,18:12:00,100000,1114,,
06/07/2020,18:45:00,100083,1197,,
06/07/2020,18:53:00,100111,1225,,
06/07/2020,19:11:00,100162,1276,,
07/07/2020,06:18:00,100551,65,,
07/07/2020,08:46:00,100800,314,,
07/07/2020,15:52:00,101386,900,,
07/07/2020,19:41:00,101973,1487,,
08/07/2020,08:16:00,102534,238,,
08/07/2020,09:33:00,102763,467,,
08/07/2020,18:53:00,103650,1354,,
08/07/2020,21:46:00,103944,1648,,
09/07/2020,00:06:00,104052,1,,
09/07/2020,08:15:00,104240,189,,
09/07/2020,08:35:00,104322,271,,
09/07/2020,11:12:00,104574,523,,
09/07/2020,16:30:00,104945,894,,
10/07/2020,16:21:00,106534,835,,
10/07/2020,20:40:00,107052,1353,,
10/07/2020,21:10:00,107087,1388,,
10/07/2020,22:13:00,107152,1453,,
11/07/2020,05:32:00,107297,59,,
11/07/2020,11:36:00,107490,252,,
11/07/2020,11:57:00,107511,273,,
